,date,species,latitude,longitude,latlong,nummosquitos,wnvpresent,year,weekofyear,dum_species,tavg,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,humidity,daylength,tavg_lag14,humidity_lag14,resultspeed_lag14,preciptotal_lag14
42,2007-06-05,CULEX RESTUANS,41.688324,-87.676709,"41.688324, -87.676709",4,0,2007,23,2,13.61111111111111,0.345,29.130000000000003,29.785,5.7,4.0,7.85,71.5,905.5,13.61111111111111,71.5,5.7,0.34500000000000003
43,2007-06-05,CULEX PIPIENS,41.731922,-87.677512,"41.731922, -87.677512",1,0,2007,23,1,13.61111111111111,0.345,29.130000000000003,29.785,5.7,4.0,7.85,71.5,905.5,13.61111111111111,71.5,5.7,0.34500000000000003
44,2007-06-05,CULEX PIPIENS/RESTUANS,41.731922,-87.677512,"41.731922, -87.677512",1,0,2007,23,1,13.61111111111111,0.345,29.130000000000003,29.785,5.7,4.0,7.85,71.5,905.5,13.611111111111112,71.5,5.7,0.3449999999999999
45,2007-06-05,CULEX RESTUANS,41.731922,-87.677512,"41.731922, -87.677512",1,0,2007,23,2,13.61111111111111,0.345,29.130000000000003,29.785,5.7,4.0,7.85,71.5,905.5,13.611111111111112,71.5,5.700000000000001,0.3449999999999999
46,2007-06-05,CULEX RESTUANS,41.846075,-87.716277,"41.846075, -87.716277",1,0,2007,23,2,13.61111111111111,0.345,29.130000000000003,29.785,5.7,4.0,7.85,71.5,905.5,13.61111111111111,71.5,5.700000000000001,0.34500000000000003
47,2007-06-05,CULEX RESTUANS,41.891118,-87.654491,"41.891118, -87.654491",1,0,2007,23,2,13.61111111111111,0.345,29.130000000000003,29.785,5.7,4.0,7.85,71.5,905.5,13.61111111111111,71.5,5.7,0.34500000000000003
48,2007-06-05,CULEX RESTUANS,41.932094,-87.700117,"41.932094, -87.700117",1,0,2007,23,2,13.61111111111111,0.345,29.130000000000003,29.785,5.7,4.0,7.85,71.5,905.5,13.61111111111111,71.5,5.7,0.3449999999999999
49,2007-06-05,CULEX PIPIENS/RESTUANS,41.682587,-87.707973,"41.682587, -87.707973",3,0,2007,23,1,13.61111111111111,0.345,29.130000000000003,29.785,5.7,4.0,7.85,71.5,905.5,13.61111111111111,71.5,5.7,0.3449999999999999
50,2007-06-05,CULEX RESTUANS,41.682587,-87.707973,"41.682587, -87.707973",8,0,2007,23,2,13.61111111111111,0.345,29.130000000000003,29.785,5.7,4.0,7.85,71.5,905.5,13.61111111111111,71.5,5.700000000000001,0.34500000000000003
51,2007-06-05,CULEX RESTUANS,41.944869,-87.832763,"41.944869, -87.832763",1,0,2007,23,2,13.61111111111111,0.345,29.130000000000003,29.785,5.7,4.0,7.85,71.5,905.5,13.61111111111111,71.5,5.700000000000001,0.34500000000000003
52,2007-06-05,CULEX PIPIENS/RESTUANS,41.948167,-87.730698,"41.948167, -87.730698",2,0,2007,23,1,13.61111111111111,0.345,29.130000000000003,29.785,5.7,4.0,7.85,71.5,905.5,13.611111111111112,71.5,5.7,0.3449999999999999
53,2007-06-05,CULEX RESTUANS,41.948167,-87.730698,"41.948167, -87.730698",1,0,2007,23,2,13.61111111111111,0.345,29.130000000000003,29.785,5.7,4.0,7.85,71.5,905.5,13.611111111111112,71.5,5.7,0.3449999999999999
54,2007-06-05,CULEX RESTUANS,41.94983,-87.698457,"41.94983, -87.698457",1,0,2007,23,2,13.61111111111111,0.345,29.130000000000003,29.785,5.7,4.0,7.85,71.5,905.5,13.61111111111111,71.5,5.7,0.34500000000000003
55,2007-06-05,CULEX PIPIENS/RESTUANS,41.953067,-87.776792,"41.953067, -87.776792",1,0,2007,23,1,13.61111111111111,0.345,29.130000000000003,29.785,5.7,4.0,7.85,71.5,905.5,13.61111111111111,71.5,5.7,0.34500000000000003
56,2007-06-05,CULEX RESTUANS,41.953067,-87.776792,"41.953067, -87.776792",3,0,2007,23,2,13.61111111111111,0.345,29.130000000000003,29.785,5.7,4.0,7.85,71.5,905.5,13.61111111111111,71.5,5.700000000000001,0.3449999999999999
57,2007-06-05,CULEX PIPIENS,41.95469,-87.800991,"41.95469, -87.800991",1,0,2007,23,1,13.61111111111111,0.345,29.130000000000003,29.785,5.7,4.0,7.85,71.5,905.5,13.61111111111111,71.5,5.700000000000001,0.3449999999999999
58,2007-06-05,CULEX PIPIENS/RESTUANS,41.95469,-87.800991,"41.95469, -87.800991",3,0,2007,23,1,13.61111111111111,0.345,29.130000000000003,29.785,5.7,4.0,7.85,71.5,905.5,13.61111111111111,71.5,5.7,0.34500000000000003
59,2007-06-05,CULEX RESTUANS,41.95469,-87.800991,"41.95469, -87.800991",5,0,2007,23,2,13.61111111111111,0.345,29.130000000000003,29.785,5.7,4.0,7.85,71.5,905.5,13.61111111111111,71.5,5.7,0.34500000000000003
60,2007-06-05,CULEX PIPIENS/RESTUANS,41.958271,-87.702575,"41.958271, -87.702575",1,0,2007,23,1,13.61111111111111,0.345,29.130000000000003,29.785,5.7,4.0,7.85,71.5,905.5,13.611111111111112,71.5,5.7,0.3449999999999999
61,2007-06-05,CULEX RESTUANS,41.958271,-87.702575,"41.958271, -87.702575",2,0,2007,23,2,13.61111111111111,0.345,29.130000000000003,29.785,5.7,4.0,7.85,71.5,905.5,13.611111111111112,71.5,5.700000000000001,0.3449999999999999
62,2007-06-05,CULEX PIPIENS,41.662014,-87.724608,"41.662014, -87.724608",1,0,2007,23,1,13.61111111111111,0.345,29.130000000000003,29.785,5.7,4.0,7.85,71.5,905.5,13.61111111111111,71.5,5.700000000000001,0.34500000000000003
63,2007-06-05,CULEX PIPIENS/RESTUANS,41.662014,-87.724608,"41.662014, -87.724608",2,0,2007,23,1,13.61111111111111,0.345,29.130000000000003,29.785,5.7,4.0,7.85,71.5,905.5,13.61111111111111,71.5,5.7,0.34500000000000003
64,2007-06-05,CULEX RESTUANS,41.662014,-87.724608,"41.662014, -87.724608",4,0,2007,23,2,13.61111111111111,0.345,29.130000000000003,29.785,5.7,4.0,7.85,71.5,905.5,13.61111111111111,71.5,5.7,0.3449999999999999
65,2007-06-05,CULEX RESTUANS,41.963976,-87.69181,"41.963976, -87.69181",1,0,2007,23,2,13.61111111111111,0.345,29.130000000000003,29.785,5.7,4.0,7.85,71.5,905.5,13.61111111111111,71.5,5.7,0.3449999999999999
66,2007-06-05,CULEX RESTUANS,41.979243,-87.750938,"41.979243, -87.750938",1,0,2007,23,2,13.61111111111111,0.345,29.130000000000003,29.785,5.7,4.0,7.85,71.5,905.5,13.61111111111111,71.5,5.700000000000001,0.34500000000000003
67,2007-06-05,CULEX PIPIENS/RESTUANS,41.801498,-87.763416,"41.801498, -87.763416",1,0,2007,23,1,13.61111111111111,0.345,29.130000000000003,29.785,5.7,4.0,7.85,71.5,905.5,13.61111111111111,71.5,5.700000000000001,0.34500000000000003
68,2007-06-05,CULEX PIPIENS/RESTUANS,41.961743,-87.76007,"41.961743, -87.76007",1,0,2007,23,1,13.61111111111111,0.345,29.130000000000003,29.785,5.7,4.0,7.85,71.5,905.5,13.611111111111112,71.5,5.7,0.3449999999999999
69,2007-06-05,CULEX RESTUANS,41.961743,-87.76007,"41.961743, -87.76007",2,0,2007,23,2,13.61111111111111,0.345,29.130000000000003,29.785,5.7,4.0,7.85,71.5,905.5,13.611111111111112,71.5,5.7,0.3449999999999999
70,2007-06-05,CULEX RESTUANS,41.986921,-87.689778,"41.986921, -87.689778",2,0,2007,23,2,13.61111111111111,0.345,29.130000000000003,29.785,5.7,4.0,7.85,71.5,905.5,13.61111111111111,71.5,5.7,0.34500000000000003
71,2007-06-05,CULEX PIPIENS/RESTUANS,41.999129,-87.795585,"41.999129, -87.795585",2,0,2007,23,1,13.61111111111111,0.345,29.130000000000003,29.785,5.7,4.0,7.85,71.5,905.5,13.61111111111111,71.5,5.7,0.34500000000000003
72,2007-06-05,CULEX RESTUANS,41.999129,-87.795585,"41.999129, -87.795585",9,0,2007,23,2,13.61111111111111,0.345,29.130000000000003,29.785,5.7,4.0,7.85,71.5,905.5,13.61111111111111,71.5,5.700000000000001,0.3449999999999999
73,2007-06-05,CULEX PIPIENS/RESTUANS,41.916265,-87.800515,"41.916265, -87.800515",1,0,2007,23,1,13.61111111111111,0.345,29.130000000000003,29.785,5.7,4.0,7.85,71.5,905.5,13.61111111111111,71.5,5.700000000000001,0.3449999999999999
74,2007-06-05,CULEX RESTUANS,41.916265,-87.800515,"41.916265, -87.800515",10,0,2007,23,2,13.61111111111111,0.345,29.130000000000003,29.785,5.7,4.0,7.85,71.5,905.5,13.61111111111111,71.5,5.7,0.34500000000000003
75,2007-06-05,CULEX RESTUANS,42.011601,-87.811506,"42.011601, -87.811506",1,0,2007,23,2,13.61111111111111,0.345,29.130000000000003,29.785,5.7,4.0,7.85,71.5,905.5,13.61111111111111,71.5,5.7,0.34500000000000003
76,2007-06-05,CULEX PIPIENS/RESTUANS,41.974089,-87.824812,"41.974089, -87.824812",1,0,2007,23,1,13.61111111111111,0.345,29.130000000000003,29.785,5.7,4.0,7.85,71.5,905.5,13.611111111111112,71.5,5.7,0.3449999999999999
77,2007-06-05,CULEX RESTUANS,41.974089,-87.824812,"41.974089, -87.824812",2,0,2007,23,2,13.61111111111111,0.345,29.130000000000003,29.785,5.7,4.0,7.85,71.5,905.5,13.611111111111112,71.5,5.700000000000001,0.3449999999999999
78,2007-06-05,CULEX RESTUANS,41.732984,-87.649642,"41.732984, -87.649642",1,0,2007,23,2,13.61111111111111,0.345,29.130000000000003,29.785,5.7,4.0,7.85,71.5,905.5,13.61111111111111,71.5,5.700000000000001,0.34500000000000003
79,2007-06-05,CULEX RESTUANS,41.981964,-87.812827,"41.981964, -87.812827",2,0,2007,23,2,13.61111111111111,0.345,29.130000000000003,29.785,5.7,4.0,7.85,71.5,905.5,13.61111111111111,71.5,5.7,0.34500000000000003
80,2007-06-05,CULEX PIPIENS/RESTUANS,41.725517,-87.614258,"41.725517, -87.614258",1,0,2007,23,1,13.61111111111111,0.345,29.130000000000003,29.785,5.7,4.0,7.85,71.5,905.5,13.61111111111111,71.5,5.7,0.3449999999999999
81,2007-06-05,CULEX RESTUANS,41.878114,-87.629798,"41.878114, -87.629798",3,0,2007,23,2,13.61111111111111,0.345,29.130000000000003,29.785,5.7,4.0,7.85,71.5,905.5,13.61111111111111,71.5,5.7,0.3449999999999999
82,2007-06-05,CULEX RESTUANS,41.723195,-87.64997,"41.723195, -87.64997",1,0,2007,23,2,13.61111111111111,0.345,29.130000000000003,29.785,5.7,4.0,7.85,71.5,905.5,13.61111111111111,71.5,5.700000000000001,0.34500000000000003
83,2007-06-05,CULEX PIPIENS/RESTUANS,41.868077,-87.666901,"41.868077, -87.666901",1,0,2007,23,1,13.61111111111111,0.345,29.130000000000003,29.785,5.7,4.0,7.85,71.5,905.5,13.61111111111111,71.5,5.700000000000001,0.34500000000000003
84,2007-06-05,CULEX RESTUANS,41.868077,-87.666901,"41.868077, -87.666901",7,0,2007,23,2,13.61111111111111,0.345,29.130000000000003,29.785,5.7,4.0,7.85,71.5,905.5,13.611111111111112,71.5,5.7,0.3449999999999999
85,2007-06-26,CULEX PIPIENS,41.869107,-87.696293,"41.869107, -87.696293",1,0,2007,26,1,27.5,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,66.0,912.5,14.603174603174605,71.10714285714286,5.771428571428571,0.32624999999999993
86,2007-06-26,CULEX RESTUANS,41.721474,-87.648064,"41.721474, -87.648064",2,0,2007,26,2,27.5,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,66.0,912.5,15.595238095238097,70.71428571428571,5.8428571428571425,0.3075
87,2007-06-26,CULEX PIPIENS/RESTUANS,41.867108,-87.654224,"41.867108, -87.654224",2,0,2007,26,1,27.5,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,66.0,912.5,16.58730158730159,70.32142857142857,5.914285714285714,0.28874999999999995
88,2007-06-26,CULEX PIPIENS/RESTUANS,41.868142,-87.696269,"41.868142, -87.696269",1,0,2007,26,1,27.5,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,66.0,912.5,17.57936507936508,69.92857142857143,5.985714285714286,0.26999999999999996
89,2007-06-26,CULEX RESTUANS,41.868142,-87.696269,"41.868142, -87.696269",1,0,2007,26,2,27.5,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,66.0,912.5,18.571428571428573,69.53571428571429,6.057142857142857,0.25125
90,2007-06-26,CULEX RESTUANS,41.896282,-87.655232,"41.896282, -87.655232",1,0,2007,26,2,27.5,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,66.0,912.5,19.56349206349206,69.14285714285714,6.128571428571428,0.23249999999999998
91,2007-06-26,CULEX PIPIENS/RESTUANS,41.906638,-87.701431,"41.906638, -87.701431",2,0,2007,26,1,27.5,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,66.0,912.5,20.555555555555554,68.75,6.2,0.21375000000000002
92,2007-06-26,CULEX RESTUANS,41.906638,-87.701431,"41.906638, -87.701431",3,0,2007,26,2,27.5,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,66.0,912.5,21.547619047619044,68.35714285714286,6.2714285714285705,0.195
93,2007-06-26,CULEX PIPIENS/RESTUANS,41.9216,-87.666455,"41.9216, -87.666455",1,0,2007,26,1,27.5,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,66.0,912.5,22.539682539682538,67.96428571428571,6.3428571428571425,0.17625
94,2007-06-26,CULEX RESTUANS,41.9216,-87.666455,"41.9216, -87.666455",1,0,2007,26,2,27.5,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,66.0,912.5,23.531746031746028,67.57142857142857,6.414285714285714,0.1575
95,2007-06-26,CULEX RESTUANS,42.006858,-87.675919,"42.006858, -87.675919",2,0,2007,26,2,27.5,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,66.0,912.5,24.523809523809522,67.17857142857143,6.485714285714286,0.13874999999999998
96,2007-06-26,CULEX RESTUANS,41.966987,-87.674677,"41.966987, -87.674677",1,0,2007,26,2,27.5,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,66.0,912.5,25.515873015873012,66.78571428571429,6.557142857142856,0.12
97,2007-06-26,CULEX RESTUANS,41.919343,-87.694259,"41.919343, -87.694259",1,0,2007,26,2,27.5,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,66.0,912.5,26.507936507936506,66.39285714285714,6.628571428571427,0.10124999999999999
98,2007-06-26,CULEX PIPIENS/RESTUANS,41.852652,-87.719887,"41.852652, -87.719887",5,0,2007,26,1,27.5,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,66.0,912.5,27.5,66.0,6.7,0.0825
99,2007-06-26,CULEX RESTUANS,41.852652,-87.719887,"41.852652, -87.719887",1,0,2007,26,2,27.5,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,66.0,912.5,27.5,66.0,6.7,0.0825
100,2007-06-26,CULEX PIPIENS/RESTUANS,41.688324,-87.676709,"41.688324, -87.676709",2,0,2007,26,1,27.5,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,66.0,912.5,27.5,66.0,6.699999999999998,0.0825
101,2007-06-26,CULEX RESTUANS,41.688324,-87.676709,"41.688324, -87.676709",2,0,2007,26,2,27.5,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,66.0,912.5,27.5,66.0,6.699999999999998,0.0825
102,2007-06-26,CULEX RESTUANS,41.731922,-87.677512,"41.731922, -87.677512",5,0,2007,26,2,27.5,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,66.0,912.5,27.5,66.0,6.7,0.0825
103,2007-06-26,CULEX PIPIENS/RESTUANS,41.846283,-87.656913,"41.846283, -87.656913",1,0,2007,26,1,27.5,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,66.0,912.5,27.5,66.0,6.7,0.0825
104,2007-06-26,CULEX PIPIENS/RESTUANS,41.891118,-87.654491,"41.891118, -87.654491",1,0,2007,26,1,27.5,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,66.0,912.5,27.5,66.0,6.699999999999998,0.0825
105,2007-06-26,CULEX RESTUANS,41.891118,-87.654491,"41.891118, -87.654491",6,0,2007,26,2,27.5,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,66.0,912.5,27.5,66.0,6.699999999999998,0.0825
106,2007-06-26,CULEX RESTUANS,41.843811,-87.686763,"41.843811, -87.686763",1,0,2007,26,2,27.5,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,66.0,912.5,27.5,66.0,6.7,0.08250000000000002
107,2007-06-26,CULEX RESTUANS,41.932094,-87.700117,"41.932094, -87.700117",1,0,2007,26,2,27.5,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,66.0,912.5,27.5,66.0,6.7,0.08250000000000002
108,2007-06-26,CULEX RESTUANS,41.857402,-87.694991,"41.857402, -87.694991",1,0,2007,26,2,27.5,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,66.0,912.5,27.5,66.0,6.699999999999998,0.08250000000000002
109,2007-06-26,CULEX PIPIENS/RESTUANS,41.682587,-87.707973,"41.682587, -87.707973",1,0,2007,26,1,27.5,0.0825,29.42,30.1,6.699999999999999,21.5,7.6,66.0,912.5,27.5,66.0,6.699999999999998,0.0825
